filename,width,height,class,xmin,ymin,xmax,ymax
img001796.jpg,1920,1200,Tango,569,426,971,773
img001797.jpg,1920,1200,Tango,881,397,1233,721
img001799.jpg,1920,1200,Tango,829,655,1058,949
img001800.jpg,1920,1200,Tango,790,316,1112,580
img001802.jpg,1920,1200,Tango,610,93,1407,618
img001803.jpg,1920,1200,Tango,856,464,1063,606
img001807.jpg,1920,1200,Tango,647,127,1304,1083
img001808.jpg,1920,1200,Tango,451,113,1311,801
img001809.jpg,1920,1200,Tango,550,469,994,991
img001810.jpg,1920,1200,Tango,755,588,1196,801
img001811.jpg,1920,1200,Tango,788,271,1300,652
img001812.jpg,1920,1200,Tango,839,521,1193,859
img001813.jpg,1920,1200,Tango,1168,551,1321,644
img001814.jpg,1920,1200,Tango,396,626,1208,1027
img001815.jpg,1920,1200,Tango,656,279,1183,794
img001816.jpg,1920,1200,Tango,806,564,1206,939
img001817.jpg,1920,1200,Tango,739,424,883,623
img001818.jpg,1920,1200,Tango,844,467,964,741
img001819.jpg,1920,1200,Tango,793,424,1046,664
img001820.jpg,1920,1200,Tango,844,441,1039,783
img001821.jpg,1920,1200,Tango,481,307,984,858
img001822.jpg,1920,1200,Tango,333,361,1271,1157
img001824.jpg,1920,1200,Tango,815,361,1174,836
img001825.jpg,1920,1200,Tango,713,745,988,915
img001826.jpg,1920,1200,Tango,669,518,1029,627
img001827.jpg,1920,1200,Tango,889,424,1153,665
img001828.jpg,1920,1200,Tango,889,419,1107,776
img001829.jpg,1920,1200,Tango,807,454,1062,853
img001831.jpg,1920,1200,Tango,763,385,1035,653
img001832.jpg,1920,1200,Tango,784,231,1260,873
img001833.jpg,1920,1200,Tango,860,441,1153,693
img001834.jpg,1920,1200,Tango,494,81,1310,1144
img001835.jpg,1920,1200,Tango,878,332,1458,741
img001836.jpg,1920,1200,Tango,650,220,1062,990
img001837.jpg,1920,1200,Tango,827,519,1087,944
img001838.jpg,1920,1200,Tango,847,587,1116,815
img001839.jpg,1920,1200,Tango,953,715,1156,837
img001840.jpg,1920,1200,Tango,489,-56,1463,952
img001841.jpg,1920,1200,Tango,671,496,1224,859
img001842.jpg,1920,1200,Tango,642,369,1131,859
img001845.jpg,1920,1200,Tango,597,496,1059,765
img001846.jpg,1920,1200,Tango,502,250,1229,786
img001847.jpg,1920,1200,Tango,986,471,1474,956
img001849.jpg,1920,1200,Tango,615,306,1389,793
img001850.jpg,1920,1200,Tango,790,352,1439,841
img001851.jpg,1920,1200,Tango,804,325,1161,656
img001853.jpg,1920,1200,Tango,756,366,1044,655
img001856.jpg,1920,1200,Tango,952,415,1175,597
img001857.jpg,1920,1200,Tango,497,428,1417,1046
img001858.jpg,1920,1200,Tango,665,277,784,601
img001860.jpg,1920,1200,Tango,926,536,1051,722
img001861.jpg,1920,1200,Tango,797,303,1145,761
img001862.jpg,1920,1200,Tango,806,492,1020,736
img001863.jpg,1920,1200,Tango,669,192,1171,571
img001865.jpg,1920,1200,Tango,583,404,1203,743
img001866.jpg,1920,1200,Tango,834,615,1001,727
img001867.jpg,1920,1200,Tango,621,320,1615,934
img001868.jpg,1920,1200,Tango,540,265,1167,976
img001869.jpg,1920,1200,Tango,635,345,1279,888
img001870.jpg,1920,1200,Tango,744,207,1157,631
img001871.jpg,1920,1200,Tango,847,490,972,633
img001872.jpg,1920,1200,Tango,673,283,1182,812
img001873.jpg,1920,1200,Tango,794,543,986,751
img001874.jpg,1920,1200,Tango,725,611,1076,787
img001875.jpg,1920,1200,Tango,833,447,1124,656
img001876.jpg,1920,1200,Tango,845,448,1142,793
img001877.jpg,1920,1200,Tango,833,488,930,680
img001878.jpg,1920,1200,Tango,827,510,1121,767
img001879.jpg,1920,1200,Tango,525,478,1089,854
img001880.jpg,1920,1200,Tango,751,610,1316,946
img001882.jpg,1920,1200,Tango,577,612,1308,1047
img001883.jpg,1920,1200,Tango,627,556,1006,727
img001885.jpg,1920,1200,Tango,397,232,1196,714
img001886.jpg,1920,1200,Tango,821,424,1064,643
img001887.jpg,1920,1200,Tango,870,480,1255,689
img001888.jpg,1920,1200,Tango,541,479,1297,723
img001890.jpg,1920,1200,Tango,791,390,1030,756
img001893.jpg,1920,1200,Tango,747,119,1419,771
img001894.jpg,1920,1200,Tango,801,491,1107,763
img001895.jpg,1920,1200,Tango,860,816,976,994
img001896.jpg,1920,1200,Tango,471,116,1150,876
img001897.jpg,1920,1200,Tango,550,363,979,956
img001899.jpg,1920,1200,Tango,789,180,952,428
img001901.jpg,1920,1200,Tango,576,130,1318,768
img001902.jpg,1920,1200,Tango,805,251,1229,565
img001904.jpg,1920,1200,Tango,832,510,1058,762
img001905.jpg,1920,1200,Tango,666,621,1049,945
img001906.jpg,1920,1200,Tango,1010,372,1321,716
img001907.jpg,1920,1200,Tango,679,349,1333,843
img001908.jpg,1920,1200,Tango,607,136,1575,770
img001909.jpg,1920,1200,Tango,890,569,1112,764
img001910.jpg,1920,1200,Tango,759,349,1205,741
img001911.jpg,1920,1200,Tango,899,711,1351,906
img001912.jpg,1920,1200,Tango,901,232,1240,614
img001913.jpg,1920,1200,Tango,715,-246,1631,995
img001915.jpg,1920,1200,Tango,947,419,1251,997
img001916.jpg,1920,1200,Tango,803,337,1192,600
img001917.jpg,1920,1200,Tango,675,276,1235,1148
img001918.jpg,1920,1200,Tango,410,-72,1300,1154
img001919.jpg,1920,1200,Tango,924,448,1178,654
img001923.jpg,1920,1200,Tango,791,214,1267,1132
img001924.jpg,1920,1200,Tango,914,621,1061,744
img001925.jpg,1920,1200,Tango,605,534,1137,772
img001926.jpg,1920,1200,Tango,1011,469,1282,943
img001928.jpg,1920,1200,Tango,647,477,1149,764
img001932.jpg,1920,1200,Tango,808,312,1091,638
img001933.jpg,1920,1200,Tango,808,472,1116,632
img001934.jpg,1920,1200,Tango,857,360,1131,551
img001936.jpg,1920,1200,Tango,905,348,1137,433
img001938.jpg,1920,1200,Tango,454,189,1119,997
img001939.jpg,1920,1200,Tango,743,594,979,764
img001941.jpg,1920,1200,Tango,531,451,1669,1072
img001942.jpg,1920,1200,Tango,704,476,1121,936
img001943.jpg,1920,1200,Tango,939,486,1144,708
img001944.jpg,1920,1200,Tango,649,182,1457,1285
img001945.jpg,1920,1200,Tango,690,415,966,586
img001946.jpg,1920,1200,Tango,622,314,1474,1110
img001947.jpg,1920,1200,Tango,917,475,1128,615
img001948.jpg,1920,1200,Tango,664,478,985,939
img001949.jpg,1920,1200,Tango,411,307,1229,940
img001951.jpg,1920,1200,Tango,928,467,1050,621
img001954.jpg,1920,1200,Tango,981,571,1222,1016
img001955.jpg,1920,1200,Tango,709,563,926,1000
img001956.jpg,1920,1200,Tango,545,348,1435,734
img001957.jpg,1920,1200,Tango,795,447,1214,743
img001958.jpg,1920,1200,Tango,847,0,1260,802
img001959.jpg,1920,1200,Tango,666,439,984,767
img001960.jpg,1920,1200,Tango,798,322,1409,870
img001965.jpg,1920,1200,Tango,1002,584,1075,719
img001967.jpg,1920,1200,Tango,953,505,1144,737
img001968.jpg,1920,1200,Tango,941,479,1066,623
img001969.jpg,1920,1200,Tango,908,519,1130,631
img001970.jpg,1920,1200,Tango,743,425,910,653
img001971.jpg,1920,1200,Tango,622,390,1137,1119
img001972.jpg,1920,1200,Tango,703,370,1224,914
img001973.jpg,1920,1200,Tango,898,519,1158,775
img001974.jpg,1920,1200,Tango,770,428,1037,683
img001975.jpg,1920,1200,Tango,812,486,1240,753
img001976.jpg,1920,1200,Tango,556,365,1097,981
img001977.jpg,1920,1200,Tango,613,374,1408,876
img001978.jpg,1920,1200,Tango,657,251,1099,813
img001980.jpg,1920,1200,Tango,898,421,1216,607
img001981.jpg,1920,1200,Tango,909,359,1108,806
img001982.jpg,1920,1200,Tango,885,413,1573,980
img001985.jpg,1920,1200,Tango,918,627,1082,743
img001986.jpg,1920,1200,Tango,722,499,1111,813
img001987.jpg,1920,1200,Tango,633,205,1354,826
img001988.jpg,1920,1200,Tango,664,272,1108,862
img001989.jpg,1920,1200,Tango,920,471,1178,708
img001990.jpg,1920,1200,Tango,742,312,1355,817
img001992.jpg,1920,1200,Tango,723,333,998,611
img001993.jpg,1920,1200,Tango,925,313,1132,651
img001994.jpg,1920,1200,Tango,875,240,1241,959
img001995.jpg,1920,1200,Tango,885,596,1092,777
img001996.jpg,1920,1200,Tango,855,373,1013,522
img001997.jpg,1920,1200,Tango,491,97,1431,1004
img001999.jpg,1920,1200,Tango,611,614,1116,989
img002001.jpg,1920,1200,Tango,854,518,1170,868
img002003.jpg,1920,1200,Tango,833,397,1079,765
img002004.jpg,1920,1200,Tango,763,409,890,563
img002005.jpg,1920,1200,Tango,806,721,986,930
img002006.jpg,1920,1200,Tango,881,308,1145,631
img002008.jpg,1920,1200,Tango,856,582,1116,715
img002009.jpg,1920,1200,Tango,690,472,1141,736
img002010.jpg,1920,1200,Tango,700,234,1162,552
img002011.jpg,1920,1200,Tango,907,450,1027,585
img002013.jpg,1920,1200,Tango,903,221,1312,880
img002014.jpg,1920,1200,Tango,568,374,1162,1015
img002015.jpg,1920,1200,Tango,848,260,1339,659
img002016.jpg,1920,1200,Tango,831,483,1153,794
img002017.jpg,1920,1200,Tango,618,337,1373,1154
img002018.jpg,1920,1200,Tango,809,753,1180,952
img002020.jpg,1920,1200,Tango,784,379,1173,740
img002022.jpg,1920,1200,Tango,573,361,1181,692
img002023.jpg,1920,1200,Tango,713,253,1346,979
img002025.jpg,1920,1200,Tango,899,571,1196,703
img002026.jpg,1920,1200,Tango,894,443,1044,675
img002027.jpg,1920,1200,Tango,635,138,1013,682
img002028.jpg,1920,1200,Tango,787,180,1054,508
img002029.jpg,1920,1200,Tango,723,454,891,738
img002030.jpg,1920,1200,Tango,744,371,1084,703
img002031.jpg,1920,1200,Tango,796,366,1129,803
img002032.jpg,1920,1200,Tango,1089,255,1347,693
img002033.jpg,1920,1200,Tango,555,420,1175,935
img002035.jpg,1920,1200,Tango,847,480,1205,963
img002036.jpg,1920,1200,Tango,870,401,1136,758
img002037.jpg,1920,1200,Tango,830,381,1063,529
img002038.jpg,1920,1200,Tango,797,328,1042,662
img002039.jpg,1920,1200,Tango,686,210,1251,718
img002041.jpg,1920,1200,Tango,734,402,1134,859
img002042.jpg,1920,1200,Tango,913,444,1200,649
img002043.jpg,1920,1200,Tango,763,492,1055,789
img002045.jpg,1920,1200,Tango,887,479,1033,751
img002046.jpg,1920,1200,Tango,709,397,1092,793
img002047.jpg,1920,1200,Tango,648,369,1138,892
img002048.jpg,1920,1200,Tango,479,241,1016,720
img002049.jpg,1920,1200,Tango,806,447,1135,862
img002052.jpg,1920,1200,Tango,779,506,1139,744
img002053.jpg,1920,1200,Tango,775,569,1030,938
img002054.jpg,1920,1200,Tango,547,-70,1379,813
img002055.jpg,1920,1200,Tango,918,431,1148,614
img002056.jpg,1920,1200,Tango,663,-155,1494,965
img002057.jpg,1920,1200,Tango,456,507,1211,1117
img002058.jpg,1920,1200,Tango,842,556,978,831
img002059.jpg,1920,1200,Tango,651,-84,1226,648
img002060.jpg,1920,1200,Tango,540,203,1058,649
img002061.jpg,1920,1200,Tango,984,281,1293,776
img002062.jpg,1920,1200,Tango,873,420,1153,764
img002064.jpg,1920,1200,Tango,708,614,1111,930
img002065.jpg,1920,1200,Tango,762,334,1150,735
img002066.jpg,1920,1200,Tango,891,540,1097,709
img002067.jpg,1920,1200,Tango,1106,352,1253,484
img002068.jpg,1920,1200,Tango,649,296,1516,967
img002069.jpg,1920,1200,Tango,892,524,1136,765
img002070.jpg,1920,1200,Tango,720,500,1075,727
img002071.jpg,1920,1200,Tango,781,388,1029,648
img002072.jpg,1920,1200,Tango,852,589,1142,926
img002073.jpg,1920,1200,Tango,609,416,1405,975
img002074.jpg,1920,1200,Tango,718,391,1055,720
img002075.jpg,1920,1200,Tango,825,491,1099,628
img002076.jpg,1920,1200,Tango,806,189,1383,744
img002077.jpg,1920,1200,Tango,922,377,1260,669
img002078.jpg,1920,1200,Tango,893,433,1179,773
img002079.jpg,1920,1200,Tango,769,480,1160,930
img002080.jpg,1920,1200,Tango,461,-47,1201,1233
img002081.jpg,1920,1200,Tango,787,453,977,550
img002082.jpg,1920,1200,Tango,974,448,1127,686
img002083.jpg,1920,1200,Tango,785,539,1084,785
img002084.jpg,1920,1200,Tango,869,375,991,634
img002085.jpg,1920,1200,Tango,209,310,1236,1166
img002086.jpg,1920,1200,Tango,863,389,1348,822
img002087.jpg,1920,1200,Tango,470,136,1349,860
img002089.jpg,1920,1200,Tango,811,365,1199,591
img002090.jpg,1920,1200,Tango,496,163,1564,1258
img002091.jpg,1920,1200,Tango,616,557,1244,1209
img002092.jpg,1920,1200,Tango,435,260,1177,910
img002093.jpg,1920,1200,Tango,564,379,1177,870
img002095.jpg,1920,1200,Tango,1026,570,1179,870
img002096.jpg,1920,1200,Tango,729,535,1226,846
img002098.jpg,1920,1200,Tango,481,489,923,774
img002099.jpg,1920,1200,Tango,943,627,1201,862
img002100.jpg,1920,1200,Tango,842,182,1464,920
img002101.jpg,1920,1200,Tango,848,551,1051,669
img002102.jpg,1920,1200,Tango,706,281,1137,937
img002103.jpg,1920,1200,Tango,798,306,1060,588
img002105.jpg,1920,1200,Tango,744,616,1149,1070
img002106.jpg,1920,1200,Tango,819,408,1169,782
img002108.jpg,1920,1200,Tango,719,432,1207,754
img002109.jpg,1920,1200,Tango,721,590,1067,799
img002110.jpg,1920,1200,Tango,946,575,1107,754
img002112.jpg,1920,1200,Tango,825,541,1080,794
img002113.jpg,1920,1200,Tango,685,344,1087,888
img002114.jpg,1920,1200,Tango,793,574,1023,701
img002116.jpg,1920,1200,Tango,808,594,1057,822
img002117.jpg,1920,1200,Tango,890,465,1017,865
img002118.jpg,1920,1200,Tango,606,368,1117,810
img002119.jpg,1920,1200,Tango,966,459,1232,741
img002121.jpg,1920,1200,Tango,798,436,1280,985
img002122.jpg,1920,1200,Tango,900,644,1090,767
img002123.jpg,1920,1200,Tango,421,-160,1330,825
img002124.jpg,1920,1200,Tango,912,488,1201,815
img002125.jpg,1920,1200,Tango,756,529,1119,892
img002126.jpg,1920,1200,Tango,740,428,892,549
img002129.jpg,1920,1200,Tango,410,404,1326,877
img002130.jpg,1920,1200,Tango,733,454,899,791
img002133.jpg,1920,1200,Tango,856,388,1088,475
img002134.jpg,1920,1200,Tango,958,432,1147,833
img002135.jpg,1920,1200,Tango,868,504,1126,754
img002136.jpg,1920,1200,Tango,828,423,981,602
img002137.jpg,1920,1200,Tango,761,290,1261,762
img002138.jpg,1920,1200,Tango,223,-244,1240,749
img002139.jpg,1920,1200,Tango,777,605,1149,819
img002140.jpg,1920,1200,Tango,704,406,1121,725
img002141.jpg,1920,1200,Tango,816,412,1021,600
img002142.jpg,1920,1200,Tango,803,484,961,666
img002143.jpg,1920,1200,Tango,772,290,1138,1035
img002144.jpg,1920,1200,Tango,881,584,998,725
img002145.jpg,1920,1200,Tango,858,339,1182,558
img002146.jpg,1920,1200,Tango,837,548,1086,793
img002147.jpg,1920,1200,Tango,848,230,1515,984
img002148.jpg,1920,1200,Tango,947,522,1066,656
img002149.jpg,1920,1200,Tango,727,630,1094,790
img002150.jpg,1920,1200,Tango,838,222,1091,531
img002151.jpg,1920,1200,Tango,752,303,1121,628
img002152.jpg,1920,1200,Tango,794,563,1075,732
img002153.jpg,1920,1200,Tango,281,312,1374,1092
img002154.jpg,1920,1200,Tango,822,685,1069,917
img002155.jpg,1920,1200,Tango,677,202,1480,797
img002156.jpg,1920,1200,Tango,870,549,984,619
img002157.jpg,1920,1200,Tango,601,136,1156,760
img002158.jpg,1920,1200,Tango,691,219,1165,671
img002159.jpg,1920,1200,Tango,542,27,1642,1137
img002160.jpg,1920,1200,Tango,710,531,1236,1020
img002161.jpg,1920,1200,Tango,788,334,1337,834
img002162.jpg,1920,1200,Tango,753,368,1127,971
img002163.jpg,1920,1200,Tango,895,375,1070,864
img002164.jpg,1920,1200,Tango,691,452,1055,969
img002165.jpg,1920,1200,Tango,850,259,1053,653
img002166.jpg,1920,1200,Tango,631,520,1232,745
img002167.jpg,1920,1200,Tango,714,311,1049,688
img002168.jpg,1920,1200,Tango,922,545,1063,682
img002169.jpg,1920,1200,Tango,763,450,1070,700
img002170.jpg,1920,1200,Tango,750,395,1142,789
img002171.jpg,1920,1200,Tango,675,353,1028,914
img002172.jpg,1920,1200,Tango,903,527,1090,741
img002173.jpg,1920,1200,Tango,769,447,1230,857
img002174.jpg,1920,1200,Tango,747,224,1249,784
img002175.jpg,1920,1200,Tango,884,489,1005,723
img002176.jpg,1920,1200,Tango,873,412,989,734
img002177.jpg,1920,1200,Tango,684,442,929,675
img002178.jpg,1920,1200,Tango,690,512,939,712
img002179.jpg,1920,1200,Tango,776,850,1130,1009
img002180.jpg,1920,1200,Tango,945,691,1139,889
img002181.jpg,1920,1200,Tango,884,300,1064,437
img002182.jpg,1920,1200,Tango,798,157,1191,340
img002183.jpg,1920,1200,Tango,855,663,1084,789
img002185.jpg,1920,1200,Tango,685,390,1325,687
img002186.jpg,1920,1200,Tango,576,126,1041,819
img002187.jpg,1920,1200,Tango,306,624,1203,982
img002188.jpg,1920,1200,Tango,900,518,1139,835
img002189.jpg,1920,1200,Tango,609,82,1224,655
img002190.jpg,1920,1200,Tango,831,463,1097,618
img002191.jpg,1920,1200,Tango,748,309,1019,508
img002192.jpg,1920,1200,Tango,847,457,1047,756
img002193.jpg,1920,1200,Tango,737,140,1254,747
img002194.jpg,1920,1200,Tango,774,136,1340,1106
img002195.jpg,1920,1200,Tango,900,599,1135,883
img002196.jpg,1920,1200,Tango,859,549,1137,720
img002197.jpg,1920,1200,Tango,813,332,1038,510
img002198.jpg,1920,1200,Tango,679,17,1708,1205
img002199.jpg,1920,1200,Tango,1001,373,1232,579
img002200.jpg,1920,1200,Tango,778,639,1224,871
img002201.jpg,1920,1200,Tango,958,608,1086,754
img002202.jpg,1920,1200,Tango,724,246,1354,666
img002203.jpg,1920,1200,Tango,703,466,917,673
img002204.jpg,1920,1200,Tango,716,273,1220,718
img002206.jpg,1920,1200,Tango,707,218,1524,900
img002208.jpg,1920,1200,Tango,872,325,1042,695
img002209.jpg,1920,1200,Tango,922,605,1166,912
img002211.jpg,1920,1200,Tango,707,205,1311,548
img002212.jpg,1920,1200,Tango,641,325,1211,655
img002213.jpg,1920,1200,Tango,756,361,1280,823
img002214.jpg,1920,1200,Tango,811,386,1051,710
img002216.jpg,1920,1200,Tango,535,291,1108,1019
img002217.jpg,1920,1200,Tango,632,203,1179,695
img002218.jpg,1920,1200,Tango,787,367,1307,750
img002219.jpg,1920,1200,Tango,888,418,1029,587
img002220.jpg,1920,1200,Tango,735,378,1118,676
img002222.jpg,1920,1200,Tango,769,334,994,531
img002223.jpg,1920,1200,Tango,890,585,1018,805
img002224.jpg,1920,1200,Tango,666,298,1118,678
img002225.jpg,1920,1200,Tango,1007,557,1157,831
img002226.jpg,1920,1200,Tango,1013,477,1119,566
img002227.jpg,1920,1200,Tango,894,458,1104,829
img002228.jpg,1920,1200,Tango,925,537,1164,822
img002229.jpg,1920,1200,Tango,824,295,1085,507
img002230.jpg,1920,1200,Tango,908,691,1128,868
img002232.jpg,1920,1200,Tango,769,219,1271,774
img002233.jpg,1920,1200,Tango,916,350,1120,520
img002234.jpg,1920,1200,Tango,801,506,999,639
img002235.jpg,1920,1200,Tango,713,280,1475,1212
img002236.jpg,1920,1200,Tango,749,503,1042,1001
img002237.jpg,1920,1200,Tango,890,529,1054,734
img002239.jpg,1920,1200,Tango,708,506,1100,1022
img002240.jpg,1920,1200,Tango,753,80,1283,714
img002241.jpg,1920,1200,Tango,386,162,1346,822
img002242.jpg,1920,1200,Tango,897,541,1113,811
img002243.jpg,1920,1200,Tango,828,393,1458,1067
img002244.jpg,1920,1200,Tango,460,401,1435,1012
img002245.jpg,1920,1200,Tango,877,535,964,713
img002246.jpg,1920,1200,Tango,1028,470,1271,688
img002247.jpg,1920,1200,Tango,820,520,1089,863
img002250.jpg,1920,1200,Tango,518,399,1050,879
img002251.jpg,1920,1200,Tango,660,365,1132,894
img002252.jpg,1920,1200,Tango,860,370,1279,940
img002253.jpg,1920,1200,Tango,631,353,925,713
img002254.jpg,1920,1200,Tango,898,567,1077,696
img002255.jpg,1920,1200,Tango,647,419,1172,813
img002256.jpg,1920,1200,Tango,878,291,1131,731
img002257.jpg,1920,1200,Tango,807,556,1062,738
img002258.jpg,1920,1200,Tango,764,171,1474,1190
img002260.jpg,1920,1200,Tango,795,162,1497,813
img002262.jpg,1920,1200,Tango,942,453,1281,789
img002263.jpg,1920,1200,Tango,401,126,1279,1073
img002264.jpg,1920,1200,Tango,958,517,1117,670
img002265.jpg,1920,1200,Tango,696,399,984,678
img002266.jpg,1920,1200,Tango,611,233,1107,970
img002267.jpg,1920,1200,Tango,706,434,1149,741
img002268.jpg,1920,1200,Tango,837,631,1190,928
img002269.jpg,1920,1200,Tango,846,474,1093,735
img002270.jpg,1920,1200,Tango,865,662,1120,965
img002271.jpg,1920,1200,Tango,968,182,1339,949
img002274.jpg,1920,1200,Tango,712,333,1176,639
img002275.jpg,1920,1200,Tango,706,364,1084,685
img002276.jpg,1920,1200,Tango,746,360,985,828
img002277.jpg,1920,1200,Tango,718,446,1109,738
img002278.jpg,1920,1200,Tango,823,388,961,558
img002281.jpg,1920,1200,Tango,874,646,1323,1183
img002283.jpg,1920,1200,Tango,909,413,1241,974
img002284.jpg,1920,1200,Tango,508,380,1045,1125
img002288.jpg,1920,1200,Tango,608,298,1087,885
img002289.jpg,1920,1200,Tango,498,460,1456,1202
img002291.jpg,1920,1200,Tango,884,465,1093,604
img002292.jpg,1920,1200,Tango,859,153,1254,862
img002294.jpg,1920,1200,Tango,788,606,999,820
img002296.jpg,1920,1200,Tango,853,447,1026,654
img002297.jpg,1920,1200,Tango,889,362,1150,655
img002298.jpg,1920,1200,Tango,791,318,942,613
img002299.jpg,1920,1200,Tango,607,566,901,866
img002300.jpg,1920,1200,Tango,840,594,1182,859
img002301.jpg,1920,1200,Tango,585,307,1095,701
img002302.jpg,1920,1200,Tango,934,520,1091,769
img002304.jpg,1920,1200,Tango,814,564,1074,735
img002305.jpg,1920,1200,Tango,864,421,1147,595
img002306.jpg,1920,1200,Tango,801,254,1015,534
img002308.jpg,1920,1200,Tango,812,596,1201,868
img002309.jpg,1920,1200,Tango,900,502,1225,876
img002310.jpg,1920,1200,Tango,654,147,968,689
img002311.jpg,1920,1200,Tango,845,389,1083,763
img002313.jpg,1920,1200,Tango,706,447,995,773
img002314.jpg,1920,1200,Tango,904,457,1071,753
img002315.jpg,1920,1200,Tango,958,760,1140,890
img002316.jpg,1920,1200,Tango,633,163,1035,847
img002318.jpg,1920,1200,Tango,563,602,922,839
img002319.jpg,1920,1200,Tango,885,309,1215,919
img002320.jpg,1920,1200,Tango,748,631,880,796
img002321.jpg,1920,1200,Tango,740,394,1190,928
img002322.jpg,1920,1200,Tango,653,279,1181,976
img002323.jpg,1920,1200,Tango,843,574,1256,809
img002324.jpg,1920,1200,Tango,697,504,992,692
img002325.jpg,1920,1200,Tango,786,434,1095,841
img002326.jpg,1920,1200,Tango,386,291,1248,704
img002327.jpg,1920,1200,Tango,752,303,1227,735
img002328.jpg,1920,1200,Tango,876,438,1143,770
img002329.jpg,1920,1200,Tango,623,487,1221,861
img002330.jpg,1920,1200,Tango,610,428,1021,684
img002332.jpg,1920,1200,Tango,776,505,1195,886
img002333.jpg,1920,1200,Tango,770,123,1290,1207
img002334.jpg,1920,1200,Tango,786,498,1327,1016
img002335.jpg,1920,1200,Tango,671,532,1024,677
img002337.jpg,1920,1200,Tango,443,278,976,928
img002338.jpg,1920,1200,Tango,888,462,1295,843
img002339.jpg,1920,1200,Tango,343,-179,1509,946
img002341.jpg,1920,1200,Tango,705,282,1309,1036
img002342.jpg,1920,1200,Tango,567,156,1066,1099
img002344.jpg,1920,1200,Tango,848,437,1062,621
img002346.jpg,1920,1200,Tango,325,448,1456,1408
img002347.jpg,1920,1200,Tango,457,328,1360,1169
img002348.jpg,1920,1200,Tango,784,680,1494,1080
img002350.jpg,1920,1200,Tango,853,468,1170,697
img002351.jpg,1920,1200,Tango,765,140,1412,743
img002352.jpg,1920,1200,Tango,767,349,1070,627
img002353.jpg,1920,1200,Tango,824,495,1000,706
img002355.jpg,1920,1200,Tango,534,231,1302,1149
img002356.jpg,1920,1200,Tango,975,330,1174,703
img002357.jpg,1920,1200,Tango,645,427,1039,895
img002358.jpg,1920,1200,Tango,574,492,1150,798
img002359.jpg,1920,1200,Tango,937,620,1134,917
img002360.jpg,1920,1200,Tango,773,491,1190,911
img002362.jpg,1920,1200,Tango,448,188,1080,913
img002363.jpg,1920,1200,Tango,127,124,1341,947
img002365.jpg,1920,1200,Tango,699,304,1062,783
img002366.jpg,1920,1200,Tango,637,296,972,1081
img002367.jpg,1920,1200,Tango,741,199,1616,836
img002368.jpg,1920,1200,Tango,747,286,1449,1252
img002369.jpg,1920,1200,Tango,784,338,1012,747
img002370.jpg,1920,1200,Tango,760,465,1147,807
img002371.jpg,1920,1200,Tango,861,640,1034,903
img002372.jpg,1920,1200,Tango,854,400,1096,641
img002373.jpg,1920,1200,Tango,572,403,805,700
img002374.jpg,1920,1200,Tango,762,514,1169,914
img002375.jpg,1920,1200,Tango,642,328,1198,876
img002376.jpg,1920,1200,Tango,771,493,1062,706
img002377.jpg,1920,1200,Tango,966,563,1115,732
img002378.jpg,1920,1200,Tango,773,572,962,778
img002379.jpg,1920,1200,Tango,875,624,1012,684
img002380.jpg,1920,1200,Tango,909,384,1063,556
img002381.jpg,1920,1200,Tango,820,461,1141,794
img002383.jpg,1920,1200,Tango,380,576,1639,1011
img002384.jpg,1920,1200,Tango,934,185,1533,1031
img002385.jpg,1920,1200,Tango,573,168,1168,1275
img002386.jpg,1920,1200,Tango,699,452,1340,939
img002387.jpg,1920,1200,Tango,922,472,1164,692
img002389.jpg,1920,1200,Tango,758,171,1513,929
img002390.jpg,1920,1200,Tango,781,292,1234,783
img002391.jpg,1920,1200,Tango,888,473,1097,789
img002392.jpg,1920,1200,Tango,743,465,1188,791
img002393.jpg,1920,1200,Tango,877,490,1062,810
img002394.jpg,1920,1200,Tango,682,275,1003,793
img002395.jpg,1920,1200,Tango,979,303,1073,427
img002396.jpg,1920,1200,Tango,870,380,1120,657
img002397.jpg,1920,1200,Tango,410,24,1148,846
img002398.jpg,1920,1200,Tango,980,507,1151,759
img002399.jpg,1920,1200,Tango,838,163,1119,573
img002400.jpg,1920,1200,Tango,708,541,1117,865
img002402.jpg,1920,1200,Tango,831,407,1151,583
img002403.jpg,1920,1200,Tango,865,391,1136,538
img002405.jpg,1920,1200,Tango,764,390,1092,682
img002406.jpg,1920,1200,Tango,592,171,1516,938
img002409.jpg,1920,1200,Tango,528,477,1008,963
img002410.jpg,1920,1200,Tango,868,578,1137,770
img002411.jpg,1920,1200,Tango,894,592,1075,831
img002413.jpg,1920,1200,Tango,876,373,1274,681
img002414.jpg,1920,1200,Tango,832,553,1320,922
img002415.jpg,1920,1200,Tango,791,402,1165,806
img002416.jpg,1920,1200,Tango,696,299,1278,764
img002417.jpg,1920,1200,Tango,914,432,1080,698
img002418.jpg,1920,1200,Tango,628,704,1070,970
img002419.jpg,1920,1200,Tango,757,326,1141,564
img002420.jpg,1920,1200,Tango,758,285,1189,643
img002421.jpg,1920,1200,Tango,794,563,966,639
img002422.jpg,1920,1200,Tango,712,338,994,625
img002423.jpg,1920,1200,Tango,640,566,928,920
img002424.jpg,1920,1200,Tango,889,573,1243,886
img002425.jpg,1920,1200,Tango,893,456,1100,632
img002427.jpg,1920,1200,Tango,301,-47,1377,1155
